study,test_param,pic_id,pic_name,obs_plot_location,response_no,n
turk4,polar,358,polar_line2_1_270_17.png,17,18,0
turk4,polar,358,polar_line2_1_270_17.png,17,19,0
turk4,polar,358,polar_line2_1_270_17.png,17,20,1
turk4,polar,359,polar_line2_1_90_3.png,3,1,1
turk4,polar,359,polar_line2_1_90_3.png,3,2,0
turk4,polar,359,polar_line2_1_90_3.png,3,3,0
turk4,polar,359,polar_line2_1_90_3.png,3,4,0
turk4,polar,359,polar_line2_1_90_3.png,3,5,0
turk4,polar,359,polar_line2_1_90_3.png,3,6,0
turk4,polar,359,polar_line2_1_90_3.png,3,7,0
turk4,polar,359,polar_line2_1_90_3.png,3,8,0
turk4,polar,359,polar_line2_1_90_3.png,3,9,0
turk4,polar,359,polar_line2_1_90_3.png,3,10,2
turk4,polar,359,polar_line2_1_90_3.png,3,11,0
turk4,polar,359,polar_line2_1_90_3.png,3,12,0
turk4,polar,359,polar_line2_1_90_3.png,3,13,0
turk4,polar,359,polar_line2_1_90_3.png,3,14,1
turk4,polar,359,polar_line2_1_90_3.png,3,15,0
turk4,polar,359,polar_line2_1_90_3.png,3,16,0
turk4,polar,359,polar_line2_1_90_3.png,3,17,0
turk4,polar,359,polar_line2_1_90_3.png,3,18,1
turk4,polar,359,polar_line2_1_90_3.png,3,19,0
turk4,polar,359,polar_line2_1_90_3.png,3,20,0
turk4,polar,360,polar_line2_2_0_12.png,12,1,1
turk4,polar,360,polar_line2_2_0_12.png,12,2,0
turk4,polar,360,polar_line2_2_0_12.png,12,3,1
turk4,polar,360,polar_line2_2_0_12.png,12,4,0
turk4,polar,360,polar_line2_2_0_12.png,12,5,1
turk4,polar,360,polar_line2_2_0_12.png,12,6,0
turk4,polar,360,polar_line2_2_0_12.png,12,7,1
turk4,polar,360,polar_line2_2_0_12.png,12,8,0
turk4,polar,360,polar_line2_2_0_12.png,12,9,0
turk4,polar,360,polar_line2_2_0_12.png,12,10,2
turk4,polar,360,polar_line2_2_0_12.png,12,11,0
turk4,polar,360,polar_line2_2_0_12.png,12,12,0
turk4,polar,360,polar_line2_2_0_12.png,12,13,0
turk4,polar,360,polar_line2_2_0_12.png,12,14,0
turk4,polar,360,polar_line2_2_0_12.png,12,15,0
turk4,polar,360,polar_line2_2_0_12.png,12,16,0
turk4,polar,360,polar_line2_2_0_12.png,12,17,0
turk4,polar,360,polar_line2_2_0_12.png,12,18,0
turk4,polar,360,polar_line2_2_0_12.png,12,19,0
turk4,polar,360,polar_line2_2_0_12.png,12,20,0
turk4,polar,361,polar_line2_2_180_17.png,17,1,0
turk4,polar,361,polar_line2_2_180_17.png,17,2,0
turk4,polar,361,polar_line2_2_180_17.png,17,3,0
turk4,polar,361,polar_line2_2_180_17.png,17,4,0
turk4,polar,361,polar_line2_2_180_17.png,17,5,0
turk4,polar,361,polar_line2_2_180_17.png,17,6,1
turk4,polar,361,polar_line2_2_180_17.png,17,7,0
turk4,polar,361,polar_line2_2_180_17.png,17,8,1
turk4,polar,361,polar_line2_2_180_17.png,17,9,0
turk4,polar,361,polar_line2_2_180_17.png,17,10,0
turk4,polar,361,polar_line2_2_180_17.png,17,11,0
turk4,polar,361,polar_line2_2_180_17.png,17,12,0
turk4,polar,361,polar_line2_2_180_17.png,17,13,0
turk4,polar,361,polar_line2_2_180_17.png,17,14,1
turk4,polar,361,polar_line2_2_180_17.png,17,15,1
turk4,polar,361,polar_line2_2_180_17.png,17,16,0
turk4,polar,361,polar_line2_2_180_17.png,17,17,5
turk4,polar,361,polar_line2_2_180_17.png,17,18,0
turk4,polar,361,polar_line2_2_180_17.png,17,19,0
turk4,polar,361,polar_line2_2_180_17.png,17,20,1
turk4,polar,362,polar_line2_2_270_2.png,2,1,2
turk4,polar,362,polar_line2_2_270_2.png,2,2,0
turk4,polar,362,polar_line2_2_270_2.png,2,3,0
turk4,polar,362,polar_line2_2_270_2.png,2,4,0
turk4,polar,362,polar_line2_2_270_2.png,2,5,2
turk4,polar,362,polar_line2_2_270_2.png,2,6,1
turk4,polar,362,polar_line2_2_270_2.png,2,7,0
turk4,polar,362,polar_line2_2_270_2.png,2,8,0
turk4,polar,362,polar_line2_2_270_2.png,2,9,0
turk4,polar,362,polar_line2_2_270_2.png,2,10,2
turk4,polar,362,polar_line2_2_270_2.png,2,11,0
turk4,polar,362,polar_line2_2_270_2.png,2,12,0
turk4,polar,362,polar_line2_2_270_2.png,2,13,0
turk4,polar,362,polar_line2_2_270_2.png,2,14,0
turk4,polar,362,polar_line2_2_270_2.png,2,15,0
turk4,polar,362,polar_line2_2_270_2.png,2,16,0
turk4,polar,362,polar_line2_2_270_2.png,2,17,0
turk4,polar,362,polar_line2_2_270_2.png,2,18,0
turk4,polar,362,polar_line2_2_270_2.png,2,19,0
turk4,polar,362,polar_line2_2_270_2.png,2,20,0
turk4,polar,363,polar_line2_2_90_2.png,2,1,0
turk4,polar,363,polar_line2_2_90_2.png,2,2,3
turk4,polar,363,polar_line2_2_90_2.png,2,3,0
turk4,polar,363,polar_line2_2_90_2.png,2,4,0
turk4,polar,363,polar_line2_2_90_2.png,2,5,1
turk4,polar,363,polar_line2_2_90_2.png,2,6,0
turk4,polar,363,polar_line2_2_90_2.png,2,7,0
turk4,polar,363,polar_line2_2_90_2.png,2,8,1
turk4,polar,363,polar_line2_2_90_2.png,2,9,0
turk4,polar,363,polar_line2_2_90_2.png,2,10,0
turk4,polar,363,polar_line2_2_90_2.png,2,11,0
turk4,polar,363,polar_line2_2_90_2.png,2,12,0
turk4,polar,363,polar_line2_2_90_2.png,2,13,0
turk4,polar,363,polar_line2_2_90_2.png,2,14,0
turk4,polar,363,polar_line2_2_90_2.png,2,15,0
turk4,polar,363,polar_line2_2_90_2.png,2,16,0
turk4,polar,363,polar_line2_2_90_2.png,2,17,0
turk4,polar,363,polar_line2_2_90_2.png,2,18,0
turk4,polar,363,polar_line2_2_90_2.png,2,19,0
turk4,polar,363,polar_line2_2_90_2.png,2,20,1
turk4,polar,364,polar_line24_1_0_14.png,14,1,0
turk4,polar,364,polar_line24_1_0_14.png,14,2,0
turk4,polar,364,polar_line24_1_0_14.png,14,3,0
turk4,polar,364,polar_line24_1_0_14.png,14,4,0
turk4,polar,364,polar_line24_1_0_14.png,14,5,0
turk4,polar,364,polar_line24_1_0_14.png,14,6,0
turk4,polar,364,polar_line24_1_0_14.png,14,7,0
turk4,polar,364,polar_line24_1_0_14.png,14,8,1
turk4,polar,364,polar_line24_1_0_14.png,14,9,0
turk4,polar,364,polar_line24_1_0_14.png,14,10,0
turk4,polar,364,polar_line24_1_0_14.png,14,11,0
turk4,polar,364,polar_line24_1_0_14.png,14,12,0
turk4,polar,364,polar_line24_1_0_14.png,14,13,1
turk4,polar,364,polar_line24_1_0_14.png,14,14,4
turk4,polar,364,polar_line24_1_0_14.png,14,15,0
turk4,polar,364,polar_line24_1_0_14.png,14,16,0
turk4,polar,364,polar_line24_1_0_14.png,14,17,1
turk4,polar,364,polar_line24_1_0_14.png,14,18,0
turk4,polar,364,polar_line24_1_0_14.png,14,19,0
turk4,polar,364,polar_line24_1_0_14.png,14,20,0
turk4,polar,365,polar_line24_1_180_19.png,19,1,0
turk4,polar,365,polar_line24_1_180_19.png,19,2,0
turk4,polar,365,polar_line24_1_180_19.png,19,3,1
turk4,polar,365,polar_line24_1_180_19.png,19,4,0
turk4,polar,365,polar_line24_1_180_19.png,19,5,2
turk4,polar,365,polar_line24_1_180_19.png,19,6,0
turk4,polar,365,polar_line24_1_180_19.png,19,7,0
turk4,polar,365,polar_line24_1_180_19.png,19,8,0
turk4,polar,365,polar_line24_1_180_19.png,19,9,1
turk4,polar,365,polar_line24_1_180_19.png,19,10,0
turk4,polar,365,polar_line24_1_180_19.png,19,11,1
turk4,polar,365,polar_line24_1_180_19.png,19,12,0
turk4,polar,365,polar_line24_1_180_19.png,19,13,0
turk4,polar,365,polar_line24_1_180_19.png,19,14,0
turk4,polar,365,polar_line24_1_180_19.png,19,15,0
turk4,polar,365,polar_line24_1_180_19.png,19,16,0
turk4,polar,365,polar_line24_1_180_19.png,19,17,0
turk4,polar,365,polar_line24_1_180_19.png,19,18,0
turk4,polar,365,polar_line24_1_180_19.png,19,19,1
turk4,polar,365,polar_line24_1_180_19.png,19,20,0
turk4,polar,366,polar_line24_1_270_10.png,10,1,1
turk4,polar,366,polar_line24_1_270_10.png,10,2,0
turk4,polar,366,polar_line24_1_270_10.png,10,3,0
turk4,polar,366,polar_line24_1_270_10.png,10,4,0
turk4,polar,366,polar_line24_1_270_10.png,10,5,0
turk4,polar,366,polar_line24_1_270_10.png,10,6,0
turk4,polar,366,polar_line24_1_270_10.png,10,7,0
turk4,polar,366,polar_line24_1_270_10.png,10,8,0
turk4,polar,366,polar_line24_1_270_10.png,10,9,0
turk4,polar,366,polar_line24_1_270_10.png,10,10,2
turk4,polar,366,polar_line24_1_270_10.png,10,11,0
turk4,polar,366,polar_line24_1_270_10.png,10,12,1
turk4,polar,366,polar_line24_1_270_10.png,10,13,0
turk4,polar,366,polar_line24_1_270_10.png,10,14,1
turk4,polar,366,polar_line24_1_270_10.png,10,15,0
turk4,polar,366,polar_line24_1_270_10.png,10,16,0
turk4,polar,366,polar_line24_1_270_10.png,10,17,0
turk4,polar,366,polar_line24_1_270_10.png,10,18,0
turk4,polar,366,polar_line24_1_270_10.png,10,19,0
turk4,polar,366,polar_line24_1_270_10.png,10,20,1
turk4,polar,367,polar_line24_1_90_8.png,8,1,0
turk4,polar,367,polar_line24_1_90_8.png,8,2,1
turk4,polar,367,polar_line24_1_90_8.png,8,3,1
turk4,polar,367,polar_line24_1_90_8.png,8,4,1
turk4,polar,367,polar_line24_1_90_8.png,8,5,0
turk4,polar,367,polar_line24_1_90_8.png,8,6,0
turk4,polar,367,polar_line24_1_90_8.png,8,7,0
turk4,polar,367,polar_line24_1_90_8.png,8,8,1
turk4,polar,367,polar_line24_1_90_8.png,8,9,0
turk4,polar,367,polar_line24_1_90_8.png,8,10,0
turk4,polar,367,polar_line24_1_90_8.png,8,11,0
turk4,polar,367,polar_line24_1_90_8.png,8,12,0
turk4,polar,367,polar_line24_1_90_8.png,8,13,0
turk4,polar,367,polar_line24_1_90_8.png,8,14,0
turk4,polar,367,polar_line24_1_90_8.png,8,15,0
turk4,polar,367,polar_line24_1_90_8.png,8,16,0
turk4,polar,367,polar_line24_1_90_8.png,8,17,0
turk4,polar,367,polar_line24_1_90_8.png,8,18,0
turk4,polar,367,polar_line24_1_90_8.png,8,19,0
turk4,polar,367,polar_line24_1_90_8.png,8,20,0
turk4,polar,368,polar_line24_2_0_8.png,8,1,1
turk4,polar,368,polar_line24_2_0_8.png,8,2,0
turk4,polar,368,polar_line24_2_0_8.png,8,3,0
turk4,polar,368,polar_line24_2_0_8.png,8,4,0
turk4,polar,368,polar_line24_2_0_8.png,8,5,0
turk4,polar,368,polar_line24_2_0_8.png,8,6,1
turk4,polar,368,polar_line24_2_0_8.png,8,7,0
turk4,polar,368,polar_line24_2_0_8.png,8,8,1
turk4,polar,368,polar_line24_2_0_8.png,8,9,0
turk4,polar,368,polar_line24_2_0_8.png,8,10,0
turk4,polar,368,polar_line24_2_0_8.png,8,11,0
turk4,polar,368,polar_line24_2_0_8.png,8,12,0
turk4,polar,368,polar_line24_2_0_8.png,8,13,1
turk4,polar,368,polar_line24_2_0_8.png,8,14,0
turk4,polar,368,polar_line24_2_0_8.png,8,15,0
turk4,polar,368,polar_line24_2_0_8.png,8,16,0
turk4,polar,368,polar_line24_2_0_8.png,8,17,0
turk4,polar,368,polar_line24_2_0_8.png,8,18,0
turk4,polar,368,polar_line24_2_0_8.png,8,19,0
turk4,polar,368,polar_line24_2_0_8.png,8,20,1
turk4,polar,369,polar_line24_2_180_4.png,4,1,0
turk4,polar,369,polar_line24_2_180_4.png,4,2,0
turk4,polar,369,polar_line24_2_180_4.png,4,3,0
turk4,polar,369,polar_line24_2_180_4.png,4,4,1
turk4,polar,369,polar_line24_2_180_4.png,4,5,0
turk4,polar,369,polar_line24_2_180_4.png,4,6,0
turk4,polar,369,polar_line24_2_180_4.png,4,7,0
turk4,polar,369,polar_line24_2_180_4.png,4,8,0
turk4,polar,369,polar_line24_2_180_4.png,4,9,3
turk4,polar,369,polar_line24_2_180_4.png,4,10,0
turk4,polar,369,polar_line24_2_180_4.png,4,11,1
turk4,polar,369,polar_line24_2_180_4.png,4,12,0
turk4,polar,369,polar_line24_2_180_4.png,4,13,0
turk4,polar,369,polar_line24_2_180_4.png,4,14,0
turk4,polar,369,polar_line24_2_180_4.png,4,15,0
turk4,polar,369,polar_line24_2_180_4.png,4,16,0
turk4,polar,369,polar_line24_2_180_4.png,4,17,0
turk4,polar,369,polar_line24_2_180_4.png,4,18,1
turk4,polar,369,polar_line24_2_180_4.png,4,19,0
turk4,polar,369,polar_line24_2_180_4.png,4,20,0
turk4,polar,370,polar_line24_2_270_12.png,12,1,0
turk4,polar,370,polar_line24_2_270_12.png,12,2,0
turk4,polar,370,polar_line24_2_270_12.png,12,3,0
turk4,polar,370,polar_line24_2_270_12.png,12,4,0
turk4,polar,370,polar_line24_2_270_12.png,12,5,0
turk4,polar,370,polar_line24_2_270_12.png,12,6,1
turk4,polar,370,polar_line24_2_270_12.png,12,7,0
turk4,polar,370,polar_line24_2_270_12.png,12,8,0
turk4,polar,370,polar_line24_2_270_12.png,12,9,1
turk4,polar,370,polar_line24_2_270_12.png,12,10,0
turk4,polar,370,polar_line24_2_270_12.png,12,11,0
turk4,polar,370,polar_line24_2_270_12.png,12,12,0
turk4,polar,370,polar_line24_2_270_12.png,12,13,0
turk4,polar,370,polar_line24_2_270_12.png,12,14,0
turk4,polar,370,polar_line24_2_270_12.png,12,15,0
turk4,polar,370,polar_line24_2_270_12.png,12,16,0
turk4,polar,370,polar_line24_2_270_12.png,12,17,0
turk4,polar,370,polar_line24_2_270_12.png,12,18,0
turk4,polar,370,polar_line24_2_270_12.png,12,19,0
turk4,polar,370,polar_line24_2_270_12.png,12,20,0
turk4,polar,371,polar_line24_2_90_3.png,3,1,0
turk4,polar,371,polar_line24_2_90_3.png,3,2,1
turk4,polar,371,polar_line24_2_90_3.png,3,3,3
turk4,polar,371,polar_line24_2_90_3.png,3,4,0
turk4,polar,371,polar_line24_2_90_3.png,3,5,1
turk4,polar,371,polar_line24_2_90_3.png,3,6,1
turk4,polar,371,polar_line24_2_90_3.png,3,7,0
turk4,polar,371,polar_line24_2_90_3.png,3,8,0
turk4,polar,371,polar_line24_2_90_3.png,3,9,0
turk4,polar,371,polar_line24_2_90_3.png,3,10,0
turk4,polar,371,polar_line24_2_90_3.png,3,11,0
turk4,polar,371,polar_line24_2_90_3.png,3,12,0
turk4,polar,371,polar_line24_2_90_3.png,3,13,0
turk4,polar,371,polar_line24_2_90_3.png,3,14,0
turk4,polar,371,polar_line24_2_90_3.png,3,15,0
turk4,polar,371,polar_line24_2_90_3.png,3,16,0
turk4,polar,371,polar_line24_2_90_3.png,3,17,0
turk4,polar,371,polar_line24_2_90_3.png,3,18,0
turk4,polar,371,polar_line24_2_90_3.png,3,19,0
turk4,polar,371,polar_line24_2_90_3.png,3,20,0
turk4,polar,372,polar_line4_1_0_17.png,17,1,0
turk4,polar,372,polar_line4_1_0_17.png,17,2,0
turk4,polar,372,polar_line4_1_0_17.png,17,3,0
turk4,polar,372,polar_line4_1_0_17.png,17,4,0
turk4,polar,372,polar_line4_1_0_17.png,17,5,0
turk4,polar,372,polar_line4_1_0_17.png,17,6,1
turk4,polar,372,polar_line4_1_0_17.png,17,7,0
turk4,polar,372,polar_line4_1_0_17.png,17,8,0
turk4,polar,372,polar_line4_1_0_17.png,17,9,0
turk4,polar,372,polar_line4_1_0_17.png,17,10,0
turk4,polar,372,polar_line4_1_0_17.png,17,11,0
turk4,polar,372,polar_line4_1_0_17.png,17,12,0
turk4,polar,372,polar_line4_1_0_17.png,17,13,2
turk4,polar,372,polar_line4_1_0_17.png,17,14,0
turk4,polar,372,polar_line4_1_0_17.png,17,15,1
turk4,polar,372,polar_line4_1_0_17.png,17,16,1
turk4,polar,372,polar_line4_1_0_17.png,17,17,3
turk4,polar,372,polar_line4_1_0_17.png,17,18,0
turk4,polar,372,polar_line4_1_0_17.png,17,19,1
turk4,polar,372,polar_line4_1_0_17.png,17,20,0
turk4,polar,373,polar_line4_1_180_19.png,19,1,0
turk4,polar,373,polar_line4_1_180_19.png,19,2,0
turk4,polar,373,polar_line4_1_180_19.png,19,3,1
turk4,polar,373,polar_line4_1_180_19.png,19,4,0
turk4,polar,373,polar_line4_1_180_19.png,19,5,0
turk4,polar,373,polar_line4_1_180_19.png,19,6,0
turk4,polar,373,polar_line4_1_180_19.png,19,7,0
turk4,polar,373,polar_line4_1_180_19.png,19,8,6
turk4,polar,373,polar_line4_1_180_19.png,19,9,0
turk4,polar,373,polar_line4_1_180_19.png,19,10,0
turk4,polar,373,polar_line4_1_180_19.png,19,11,0
turk4,polar,373,polar_line4_1_180_19.png,19,12,0
turk4,polar,373,polar_line4_1_180_19.png,19,13,0
turk4,polar,373,polar_line4_1_180_19.png,19,14,0
turk4,polar,373,polar_line4_1_180_19.png,19,15,0
turk4,polar,373,polar_line4_1_180_19.png,19,16,0
turk4,polar,373,polar_line4_1_180_19.png,19,17,0
turk4,polar,373,polar_line4_1_180_19.png,19,18,0
turk4,polar,373,polar_line4_1_180_19.png,19,19,0
turk4,polar,373,polar_line4_1_180_19.png,19,20,0
turk4,polar,374,polar_line4_1_270_13.png,13,1,0
turk4,polar,374,polar_line4_1_270_13.png,13,2,0
turk4,polar,374,polar_line4_1_270_13.png,13,3,0
turk4,polar,374,polar_line4_1_270_13.png,13,4,1
turk4,polar,374,polar_line4_1_270_13.png,13,5,1
turk4,polar,374,polar_line4_1_270_13.png,13,6,0
turk4,polar,374,polar_line4_1_270_13.png,13,7,0
turk4,polar,374,polar_line4_1_270_13.png,13,8,1
turk4,polar,374,polar_line4_1_270_13.png,13,9,0
turk4,polar,374,polar_line4_1_270_13.png,13,10,0
turk4,polar,374,polar_line4_1_270_13.png,13,11,0
turk4,polar,374,polar_line4_1_270_13.png,13,12,0
turk4,polar,374,polar_line4_1_270_13.png,13,13,0
turk4,polar,374,polar_line4_1_270_13.png,13,14,1
turk4,polar,374,polar_line4_1_270_13.png,13,15,0
turk4,polar,374,polar_line4_1_270_13.png,13,16,1
turk4,polar,374,polar_line4_1_270_13.png,13,17,0
turk4,polar,374,polar_line4_1_270_13.png,13,18,1
turk4,polar,374,polar_line4_1_270_13.png,13,19,0
turk4,polar,374,polar_line4_1_270_13.png,13,20,0
turk4,polar,375,polar_line4_1_90_14.png,14,1,0
turk4,polar,375,polar_line4_1_90_14.png,14,2,0
turk4,polar,375,polar_line4_1_90_14.png,14,3,0
turk4,polar,375,polar_line4_1_90_14.png,14,4,0
turk4,polar,375,polar_line4_1_90_14.png,14,5,1
turk4,polar,375,polar_line4_1_90_14.png,14,6,0
turk4,polar,375,polar_line4_1_90_14.png,14,7,0
turk4,polar,375,polar_line4_1_90_14.png,14,8,0
turk4,polar,375,polar_line4_1_90_14.png,14,9,0
turk4,polar,375,polar_line4_1_90_14.png,14,10,0
turk4,polar,375,polar_line4_1_90_14.png,14,11,0
turk4,polar,375,polar_line4_1_90_14.png,14,12,0
turk4,polar,375,polar_line4_1_90_14.png,14,13,0
turk4,polar,375,polar_line4_1_90_14.png,14,14,2
turk4,polar,375,polar_line4_1_90_14.png,14,15,0
turk4,polar,375,polar_line4_1_90_14.png,14,16,0
turk4,polar,375,polar_line4_1_90_14.png,14,17,1
turk4,polar,375,polar_line4_1_90_14.png,14,18,0
turk4,polar,375,polar_line4_1_90_14.png,14,19,0
turk4,polar,375,polar_line4_1_90_14.png,14,20,0
turk4,polar,376,polar_line4_2_0_13.png,13,1,0
turk4,polar,376,polar_line4_2_0_13.png,13,2,0
turk4,polar,376,polar_line4_2_0_13.png,13,3,0
turk4,polar,376,polar_line4_2_0_13.png,13,4,0
turk4,polar,376,polar_line4_2_0_13.png,13,5,2
turk4,polar,376,polar_line4_2_0_13.png,13,6,0
turk4,polar,376,polar_line4_2_0_13.png,13,7,0
turk4,polar,376,polar_line4_2_0_13.png,13,8,0
turk4,polar,376,polar_line4_2_0_13.png,13,9,0
turk4,polar,376,polar_line4_2_0_13.png,13,10,0
turk4,polar,376,polar_line4_2_0_13.png,13,11,0
turk4,polar,376,polar_line4_2_0_13.png,13,12,0
turk4,polar,376,polar_line4_2_0_13.png,13,13,3
turk4,polar,376,polar_line4_2_0_13.png,13,14,0
turk4,polar,376,polar_line4_2_0_13.png,13,15,0
turk4,polar,376,polar_line4_2_0_13.png,13,16,0
turk4,polar,376,polar_line4_2_0_13.png,13,17,0
turk4,polar,376,polar_line4_2_0_13.png,13,18,0
turk4,polar,376,polar_line4_2_0_13.png,13,19,0
turk4,polar,376,polar_line4_2_0_13.png,13,20,0
turk4,polar,377,polar_line4_2_180_20.png,20,1,1
turk4,polar,377,polar_line4_2_180_20.png,20,2,1
turk4,polar,377,polar_line4_2_180_20.png,20,3,2
turk4,polar,377,polar_line4_2_180_20.png,20,4,1
turk4,polar,377,polar_line4_2_180_20.png,20,5,0
turk4,polar,377,polar_line4_2_180_20.png,20,6,0
turk4,polar,377,polar_line4_2_180_20.png,20,7,0
turk4,polar,377,polar_line4_2_180_20.png,20,8,0
turk4,polar,377,polar_line4_2_180_20.png,20,9,0
turk4,polar,377,polar_line4_2_180_20.png,20,10,0
turk4,polar,377,polar_line4_2_180_20.png,20,11,0
turk4,polar,377,polar_line4_2_180_20.png,20,12,0
turk4,polar,377,polar_line4_2_180_20.png,20,13,0
turk4,polar,377,polar_line4_2_180_20.png,20,14,0
turk4,polar,377,polar_line4_2_180_20.png,20,15,0
turk4,polar,377,polar_line4_2_180_20.png,20,16,0
turk4,polar,377,polar_line4_2_180_20.png,20,17,0
turk4,polar,377,polar_line4_2_180_20.png,20,18,0
turk4,polar,377,polar_line4_2_180_20.png,20,19,0
turk4,polar,377,polar_line4_2_180_20.png,20,20,0
turk4,polar,378,polar_line4_2_270_3.png,3,1,0
turk4,polar,378,polar_line4_2_270_3.png,3,2,0
turk4,polar,378,polar_line4_2_270_3.png,3,3,0
turk4,polar,378,polar_line4_2_270_3.png,3,4,0
turk4,polar,378,polar_line4_2_270_3.png,3,5,1
turk4,polar,378,polar_line4_2_270_3.png,3,6,0
turk4,polar,378,polar_line4_2_270_3.png,3,7,0
turk4,polar,378,polar_line4_2_270_3.png,3,8,0
turk4,polar,378,polar_line4_2_270_3.png,3,9,0
turk4,polar,378,polar_line4_2_270_3.png,3,10,0
turk4,polar,378,polar_line4_2_270_3.png,3,11,0
turk4,polar,378,polar_line4_2_270_3.png,3,12,0
turk4,polar,378,polar_line4_2_270_3.png,3,13,1
turk4,polar,378,polar_line4_2_270_3.png,3,14,0
turk4,polar,378,polar_line4_2_270_3.png,3,15,1
turk4,polar,378,polar_line4_2_270_3.png,3,16,1
turk4,polar,378,polar_line4_2_270_3.png,3,17,0
turk4,polar,378,polar_line4_2_270_3.png,3,18,0
turk4,polar,378,polar_line4_2_270_3.png,3,19,0
turk4,polar,378,polar_line4_2_270_3.png,3,20,0
turk4,polar,379,polar_line4_2_90_10.png,10,1,0
turk4,polar,379,polar_line4_2_90_10.png,10,2,1
turk4,polar,379,polar_line4_2_90_10.png,10,3,1
turk4,polar,379,polar_line4_2_90_10.png,10,4,0
turk4,polar,379,polar_line4_2_90_10.png,10,5,0
turk4,polar,379,polar_line4_2_90_10.png,10,6,0
turk4,polar,379,polar_line4_2_90_10.png,10,7,0
turk4,polar,379,polar_line4_2_90_10.png,10,8,0
turk4,polar,379,polar_line4_2_90_10.png,10,9,0
turk4,polar,379,polar_line4_2_90_10.png,10,10,1
turk4,polar,379,polar_line4_2_90_10.png,10,11,0
turk4,polar,379,polar_line4_2_90_10.png,10,12,0
turk4,polar,379,polar_line4_2_90_10.png,10,13,0
turk4,polar,379,polar_line4_2_90_10.png,10,14,0
turk4,polar,379,polar_line4_2_90_10.png,10,15,0
turk4,polar,379,polar_line4_2_90_10.png,10,16,0
turk4,polar,379,polar_line4_2_90_10.png,10,17,0
turk4,polar,379,polar_line4_2_90_10.png,10,18,0
turk4,polar,379,polar_line4_2_90_10.png,10,19,0
turk4,polar,379,polar_line4_2_90_10.png,10,20,1
turk4,polar,380,polar_line6_1_0_1.png,1,1,1
turk4,polar,380,polar_line6_1_0_1.png,1,2,1
turk4,polar,380,polar_line6_1_0_1.png,1,3,0
turk4,polar,380,polar_line6_1_0_1.png,1,4,0
turk4,polar,380,polar_line6_1_0_1.png,1,5,0
turk4,polar,380,polar_line6_1_0_1.png,1,6,0
turk4,polar,380,polar_line6_1_0_1.png,1,7,0
turk4,polar,380,polar_line6_1_0_1.png,1,8,1
turk4,polar,380,polar_line6_1_0_1.png,1,9,0
turk4,polar,380,polar_line6_1_0_1.png,1,10,0
turk4,polar,380,polar_line6_1_0_1.png,1,11,0
turk4,polar,380,polar_line6_1_0_1.png,1,12,0
turk4,polar,380,polar_line6_1_0_1.png,1,13,0
turk4,polar,380,polar_line6_1_0_1.png,1,14,0
turk4,polar,380,polar_line6_1_0_1.png,1,15,1
turk4,polar,380,polar_line6_1_0_1.png,1,16,0
turk4,polar,380,polar_line6_1_0_1.png,1,17,0
turk4,polar,380,polar_line6_1_0_1.png,1,18,1
turk4,polar,380,polar_line6_1_0_1.png,1,19,0
turk4,polar,380,polar_line6_1_0_1.png,1,20,0
turk4,polar,381,polar_line6_1_180_3.png,3,1,1
turk4,polar,381,polar_line6_1_180_3.png,3,2,0
turk4,polar,381,polar_line6_1_180_3.png,3,3,0
turk4,polar,381,polar_line6_1_180_3.png,3,4,0
turk4,polar,381,polar_line6_1_180_3.png,3,5,1
turk4,polar,381,polar_line6_1_180_3.png,3,6,0
turk4,polar,381,polar_line6_1_180_3.png,3,7,2
turk4,polar,381,polar_line6_1_180_3.png,3,8,0
turk4,polar,381,polar_line6_1_180_3.png,3,9,0
turk4,polar,381,polar_line6_1_180_3.png,3,10,1
turk4,polar,381,polar_line6_1_180_3.png,3,11,0
turk4,polar,381,polar_line6_1_180_3.png,3,12,0
turk4,polar,381,polar_line6_1_180_3.png,3,13,0
turk4,polar,381,polar_line6_1_180_3.png,3,14,0
turk4,polar,381,polar_line6_1_180_3.png,3,15,0
turk4,polar,381,polar_line6_1_180_3.png,3,16,0
turk4,polar,381,polar_line6_1_180_3.png,3,17,0
turk4,polar,381,polar_line6_1_180_3.png,3,18,0
turk4,polar,381,polar_line6_1_180_3.png,3,19,0
turk4,polar,381,polar_line6_1_180_3.png,3,20,0
turk4,polar,382,polar_line6_1_270_16.png,16,1,1
turk4,polar,382,polar_line6_1_270_16.png,16,2,0
turk4,polar,382,polar_line6_1_270_16.png,16,3,2
turk4,polar,382,polar_line6_1_270_16.png,16,4,0
turk4,polar,382,polar_line6_1_270_16.png,16,5,1
turk4,polar,382,polar_line6_1_270_16.png,16,6,0
turk4,polar,382,polar_line6_1_270_16.png,16,7,0
turk4,polar,382,polar_line6_1_270_16.png,16,8,0
turk4,polar,382,polar_line6_1_270_16.png,16,9,0
turk4,polar,382,polar_line6_1_270_16.png,16,10,0
turk4,polar,382,polar_line6_1_270_16.png,16,11,0
turk4,polar,382,polar_line6_1_270_16.png,16,12,0
turk4,polar,382,polar_line6_1_270_16.png,16,13,0
turk4,polar,382,polar_line6_1_270_16.png,16,14,0
turk4,polar,382,polar_line6_1_270_16.png,16,15,0
turk4,polar,382,polar_line6_1_270_16.png,16,16,1
turk4,polar,382,polar_line6_1_270_16.png,16,17,0
turk4,polar,382,polar_line6_1_270_16.png,16,18,0
